src_domain,tgt_domain,weight,log_weight,is_bridge
en.wikipedia.org,thepoliticalcarnival.blogspot.com,336.0,5.820083,False
bloomberg.com,thepoliticalcarnival.blogspot.com,32.0,3.496508,False
news.cnet.com,thepoliticalcarnival.blogspot.com,3.0,1.386294,False
newsweek.com,thepoliticalcarnival.blogspot.com,11.0,2.484907,False
telegraph.co.uk,thepoliticalcarnival.blogspot.com,12.0,2.564949,False
news.com.au,thepoliticalcarnival.blogspot.com,6.0,1.94591,False
3.bp.blogspot.com,thepoliticalcarnival.blogspot.com,458.0,6.12905,False
finance.yahoo.com,thepoliticalcarnival.blogspot.com,3.0,1.386294,False
thenation.com,thepoliticalcarnival.blogspot.com,4.0,1.609438,False
firstread.msnbc.msn.com,thepoliticalcarnival.blogspot.com,103.0,4.644391,False
chicagotribune.com,thepoliticalcarnival.blogspot.com,20.0,3.044522,False
dumpbachmann.blogspot.com,thepoliticalcarnival.blogspot.com,6.0,1.94591,False
kennysideshow.blogspot.com,theragblog.blogspot.com,2.0,1.098612,False
salon.com,theragblog.blogspot.com,82.0,4.418841,False
economist.com,theragblog.blogspot.com,2.0,1.098612,False
examiner.com,theragblog.blogspot.com,7.0,2.079442,False
crooksandliars.com,theragblog.blogspot.com,5.0,1.791759,False
slate.com,theragblog.blogspot.com,18.0,2.944439,False
guardian.co.uk,theragblog.blogspot.com,62.0,4.143135,False
latimesblogs.latimes.com,theragblog.blogspot.com,5.0,1.791759,False
cbc.ca,theragblog.blogspot.com,4.0,1.609438,False
chron.com,theragblog.blogspot.com,51.0,3.951244,False
seekingalpha.com,theragblog.blogspot.com,2.0,1.098612,False
news.yahoo.com,theragblog.blogspot.com,46.0,3.850148,False
3.bp.blogspot.com,theragblog.blogspot.com,619.0,6.429719,False
msnbc.msn.com,theragblog.blogspot.com,22.0,3.135494,False
iht.com,theragblog.blogspot.com,27.0,3.332205,False
dailykos.com,theragblog.blogspot.com,25.0,3.258097,False
nymag.com,theragblog.blogspot.com,3.0,1.386294,False
alternet.org,theragblog.blogspot.com,116.0,4.762174,False
bbc.co.uk,theragblog.blogspot.com,4.0,1.609438,False
businessweek.com,theragblog.blogspot.com,3.0,1.386294,False
newyorker.com,theragblog.blogspot.com,21.0,3.091042,False
pbs.org,theragblog.blogspot.com,9.0,2.302585,False
blog.wired.com,theragblog.blogspot.com,13.0,2.639057,False
2.bp.blogspot.com,theragblog.blogspot.com,691.0,6.539586,False
blogs.zdnet.com,theragblog.blogspot.com,4.0,1.609438,False
online.wsj.com,theragblog.blogspot.com,14.0,2.70805,False
news.com.au,theragblog.blogspot.com,5.0,1.791759,False
digg.com,theragblog.blogspot.com,3.0,1.386294,False
edition.cnn.com,theragblog.blogspot.com,6.0,1.94591,False
boston.com,theragblog.blogspot.com,19.0,2.995732,False
haaretz.com,theragblog.blogspot.com,19.0,2.995732,False
money.cnn.com,theragblog.blogspot.com,4.0,1.609438,False
bloomberg.com,theragblog.blogspot.com,23.0,3.178054,False
seattletimes.nwsource.com,theragblog.blogspot.com,17.0,2.890372,False
blogger.com,theragblog.blogspot.com,11764.0,9.372884,False
commondreams.org,theragblog.blogspot.com,157.0,5.062595,False
telegraph.co.uk,theragblog.blogspot.com,22.0,3.135494,False
1.bp.blogspot.com,theragblog.blogspot.com,673.0,6.51323,False
cbsnews.com,theragblog.blogspot.com,9.0,2.302585,False
newsday.com,theragblog.blogspot.com,4.0,1.609438,False
latimes.com,theragblog.blogspot.com,51.0,3.951244,False
photos1.blogger.com,theragblog.blogspot.com,213.0,5.365976,False
del.icio.us,theragblog.blogspot.com,2.0,1.098612,False
facebook.com,theragblog.blogspot.com,7.0,2.079442,False
reuters.com,theragblog.blogspot.com,36.0,3.610918,False
npr.org,theragblog.blogspot.com,13.0,2.639057,False
suntimes.com,theragblog.blogspot.com,2.0,1.098612,False
flickr.com,theragblog.blogspot.com,19.0,2.995732,False
4.bp.blogspot.com,theragblog.blogspot.com,655.0,6.486161,False
sfgate.com,theragblog.blogspot.com,33.0,3.526361,False
politico.com,theragblog.blogspot.com,16.0,2.833213,False
dailymail.co.uk,theragblog.blogspot.com,2.0,1.098612,False
nydailynews.com,theragblog.blogspot.com,6.0,1.94591,False
theglobeandmail.com,theragblog.blogspot.com,4.0,1.609438,False
cnn.com,theragblog.blogspot.com,37.0,3.637586,False
amazon.com,theragblog.blogspot.com,56.0,4.043051,False
google.com,theragblog.blogspot.com,13.0,2.639057,False
news.bbc.co.uk,theragblog.blogspot.com,37.0,3.637586,False
prospect.org,theragblog.blogspot.com,6.0,1.94591,False
nytimes.com,theragblog.blogspot.com,248.0,5.517453,False
marketwatch.com,theragblog.blogspot.com,2.0,1.098612,False
abcnews.go.com,theragblog.blogspot.com,16.0,2.833213,False
blogs.wsj.com,theragblog.blogspot.com,5.0,1.791759,False
independent.co.uk,theragblog.blogspot.com,32.0,3.496508,False
en.wikipedia.org,theragblog.blogspot.com,82.0,4.418841,False
ft.com,theragblog.blogspot.com,4.0,1.609438,False
myspace.com,theragblog.blogspot.com,12.0,2.564949,False
philly.com,theragblog.blogspot.com,3.0,1.386294,False
mediamatters.org,theragblog.blogspot.com,91.0,4.521789,False
newsweek.com,theragblog.blogspot.com,8.0,2.197225,False
chicagotribune.com,theragblog.blogspot.com,16.0,2.833213,False
blogs.abcnews.com,theragblog.blogspot.com,3.0,1.386294,False
startribune.com,theragblog.blogspot.com,6.0,1.94591,False
foxnews.com,theragblog.blogspot.com,5.0,1.791759,False
thenation.com,theragblog.blogspot.com,62.0,4.143135,False
huffingtonpost.com,theragblog.blogspot.com,126.0,4.844187,False
ronmwangaguhunga.blogspot.com,thinkprogress.org,3.0,1.386294,False
slate.com,thinkprogress.org,4.0,1.609438,False
sportsnipe.com,thinkprogress.org,3.0,1.386294,False
babbazeesbrain.blogspot.com,thinkprogress.org,2.0,1.098612,False
theragblog.blogspot.com,thinkprogress.org,34.0,3.555348,False
alternet.org,thinkprogress.org,26.0,3.295837,False
mahalo.com,thinkprogress.org,12.0,2.564949,False
feeds.gawker.com,thinkprogress.org,11.0,2.484907,False
concurringopinions.com,thinkprogress.org,11.0,2.484907,False
circleof13.blogspot.com,thinkprogress.org,15.0,2.772589,False
thenation.com,thinkprogress.org,8.0,2.197225,False
prospect.org,thinkprogress.org,28.0,3.367296,False
icestationtango.blogspot.com,thinkprogress.org,163.0,5.099866,False
joshingpolitics.blogspot.com,thinkprogress.org,283.0,5.648974,False
jezebel.com,thinkprogress.org,27.0,3.332205,False
ourlatinamerica.blogspot.com,thinkprogress.org,2.0,1.098612,False
kennysideshow.blogspot.com,thinkprogress.org,33.0,3.526361,False
nomoremister.blogspot.com,thinkprogress.org,38.0,3.663562,False
alterdestiny.blogspot.com,thinkprogress.org,84.0,4.442651,False
fivethirtyeight.com,thinkprogress.org,6.0,1.94591,False
feeds.gothamistllc.com,thinkprogress.org,6.0,1.94591,False
angrybear.blogspot.com,thinkprogress.org,49.0,3.912023,False
guardian.co.uk,thinkprogress.org,11.0,2.484907,False
plime.com,thinkprogress.org,2.0,1.098612,False
cinie.wordpress.com,thinkprogress.org,33.0,3.526361,False
thepoliticalcarnival.blogspot.com,thinkprogress.org,343.0,5.840642,False
holycoast.blogspot.com,thinkprogress.org,3.0,1.386294,False
cajunboyinthecity.blogspot.com,thinkprogress.org,6.0,1.94591,False
cujo359.blogspot.com,thinkprogress.org,63.0,4.158883,False
dailykos.com,thinkprogress.org,19.0,2.995732,False
salon.com,thinkprogress.org,8.0,2.197225,False
d-day.blogspot.com,thinkprogress.org,588.0,6.378426,False
rebellenation.blogspot.com,thinkprogress.org,64.0,4.174387,False
classicalvalues.com,thinkprogress.org,2.0,1.098612,False
blog.badtux.net,thinkprogress.org,12.0,2.564949,False
lefarkins.blogspot.com,thinkprogress.org,77.0,4.356709,False
scienceblogs.com,thinkprogress.org,5.0,1.791759,False
gawker.com,thinkprogress.org,34.0,3.555348,False
politico.com,thinkprogress.org,49.0,3.912023,False
cbsnews.com,thinkprogress.org,16.0,2.833213,False
greenwichroundup.blogspot.com,thinkprogress.org,3.0,1.386294,False
dumpbachmann.blogspot.com,thinkprogress.org,280.0,5.638355,False
jihadwatch.org,thinkprogress.org,2.0,1.098612,False
psycmeistr.blogspot.com,thinkprogress.org,5.0,1.791759,False
huffingtonpost.com,thinkprogress.org,35.0,3.583519,False
sepiamutiny.com,thinkprogress.org,2.0,1.098612,False
leftword.blogdig.net,thinkprogress.org,204.0,5.32301,False
crooksandliars.com,thinkprogress.org,40.0,3.713572,False
buckmire.blogspot.com,thinkprogress.org,6.0,1.94591,False
danceswithanxiety.blogspot.com,thinkprogress.org,104.0,4.65396,False
thedisbrimstone-dailypitchfork.blogspot.com,thinkprogress.org,10.0,2.397895,False
theautomaticearth.blogspot.com,thinkprogress.org,2.0,1.098612,False
downwithtyranny.blogspot.com,thinkprogress.org,179.0,5.192957,False
newsbusters.org,thinkprogress.org,2.0,1.098612,False
nymag.com,thinkprogress.org,6.0,1.94591,False
newsweek.com,thinkprogress.org,2.0,1.098612,False
philly.com,thinkprogress.org,4.0,1.609438,False
news.bbc.co.uk,thinkprogress.org,5.0,1.791759,False
nytimes.com,thinkprogress.org,115.0,4.75359,False
foxnews.com,thinkprogress.org,24.0,3.218876,False
news.yahoo.com,thinkprogress.org,18.0,2.944439,False
blogs.abcnews.com,thinkprogress.org,13.0,2.639057,False
boston.com,thinkprogress.org,7.0,2.079442,False
firstread.msnbc.msn.com,thinkprogress.org,4.0,1.609438,False
ft.com,thinkprogress.org,3.0,1.386294,False
chron.com,thinkprogress.org,4.0,1.609438,False
economist.com,thinkprogress.org,2.0,1.098612,False
chicagotribune.com,thinkprogress.org,3.0,1.386294,False
facebook.com,thinkprogress.org,2.0,1.098612,False
abcnews.go.com,thinkprogress.org,24.0,3.218876,False
npr.org,thinkprogress.org,8.0,2.197225,False
google.com,thinkprogress.org,22.0,3.135494,False
mediamatters.org,thinkprogress.org,64.0,4.174387,False
telegraph.co.uk,thinkprogress.org,2.0,1.098612,False
bloomberg.com,thinkprogress.org,9.0,2.302585,False
reuters.com,thinkprogress.org,10.0,2.397895,False
commondreams.org,thinkprogress.org,6.0,1.94591,False
myspace.com,thinkprogress.org,2.0,1.098612,False
en.wikipedia.org,thinkprogress.org,13.0,2.639057,False
cnn.com,thinkprogress.org,32.0,3.496508,False
iht.com,thinkprogress.org,2.0,1.098612,False
hotair.com,thinkprogress.org,2.0,1.098612,False
latimesblogs.latimes.com,thinkprogress.org,6.0,1.94591,False
examiner.com,thinkprogress.org,2.0,1.098612,False
nydailynews.com,thinkprogress.org,3.0,1.386294,False
latimes.com,thinkprogress.org,11.0,2.484907,False
online.wsj.com,thinkprogress.org,23.0,3.178054,False
msnbc.msn.com,thinkprogress.org,24.0,3.218876,False
pbs.org,thinkprogress.org,3.0,1.386294,False
forbes.com,thinkprogress.org,3.0,1.386294,False
corner.nationalreview.com,thinkprogress.org,6.0,1.94591,False
newyorker.com,thinkprogress.org,6.0,1.94591,False
sfgate.com,thinkprogress.org,7.0,2.079442,False
startribune.com,thinkprogress.org,3.0,1.386294,False
classicalvalues.com,tigerhawk.blogspot.com,2.0,1.098612,False
lefarkins.blogspot.com,tigerhawk.blogspot.com,2.0,1.098612,False
babbazeesbrain.blogspot.com,tigerhawk.blogspot.com,2.0,1.098612,False
holycoast.blogspot.com,tigerhawk.blogspot.com,2.0,1.098612,False
atlasshrugs2000.typepad.com,tigerhawk.blogspot.com,3.0,1.386294,False
hotair.com,tigerhawk.blogspot.com,18.0,2.944439,False
money.cnn.com,tigerhawk.blogspot.com,7.0,2.079442,False
nypost.com,tigerhawk.blogspot.com,10.0,2.397895,False
ft.com,tigerhawk.blogspot.com,4.0,1.609438,False
althouse.blogspot.com,tigerhawk.blogspot.com,5.0,1.791759,False
npr.org,tigerhawk.blogspot.com,4.0,1.609438,False
forbes.com,tigerhawk.blogspot.com,6.0,1.94591,False
slate.com,tigerhawk.blogspot.com,23.0,3.178054,False
jihadwatch.org,tigerhawk.blogspot.com,3.0,1.386294,False
abcnews.go.com,tigerhawk.blogspot.com,20.0,3.044522,False
latimes.com,tigerhawk.blogspot.com,13.0,2.639057,False
cbc.ca,tigerhawk.blogspot.com,3.0,1.386294,False
edition.cnn.com,tigerhawk.blogspot.com,5.0,1.791759,False
guardian.co.uk,tigerhawk.blogspot.com,32.0,3.496508,False
newyorker.com,tigerhawk.blogspot.com,10.0,2.397895,False
blogs.abcnews.com,tigerhawk.blogspot.com,9.0,2.302585,False
blogs.wsj.com,tigerhawk.blogspot.com,4.0,1.609438,False
businessweek.com,tigerhawk.blogspot.com,2.0,1.098612,False
newsbusters.org,tigerhawk.blogspot.com,5.0,1.791759,False
news.bbc.co.uk,tigerhawk.blogspot.com,48.0,3.89182,False
boston.com,tigerhawk.blogspot.com,9.0,2.302585,False
haaretz.com,tigerhawk.blogspot.com,2.0,1.098612,False
nydailynews.com,tigerhawk.blogspot.com,4.0,1.609438,False
thenation.com,tigerhawk.blogspot.com,2.0,1.098612,False
chicagotribune.com,tigerhawk.blogspot.com,13.0,2.639057,False
news.com.au,tigerhawk.blogspot.com,9.0,2.302585,False
amazon.com,tigerhawk.blogspot.com,126.0,4.844187,False
michellemalkin.com,tigerhawk.blogspot.com,27.0,3.332205,False
politico.com,tigerhawk.blogspot.com,12.0,2.564949,False
sports.espn.go.com,tigerhawk.blogspot.com,4.0,1.609438,False
reason.com,tigerhawk.blogspot.com,2.0,1.098612,False
pbs.org,tigerhawk.blogspot.com,4.0,1.609438,False
latimesblogs.latimes.com,tigerhawk.blogspot.com,2.0,1.098612,False
msnbc.msn.com,tigerhawk.blogspot.com,32.0,3.496508,False
gatesofvienna.blogspot.com,tigerhawk.blogspot.com,3.0,1.386294,False
en.wikipedia.org,tigerhawk.blogspot.com,94.0,4.553877,False
philly.com,tigerhawk.blogspot.com,6.0,1.94591,False
news.yahoo.com,tigerhawk.blogspot.com,221.0,5.402677,False
huffingtonpost.com,tigerhawk.blogspot.com,14.0,2.70805,False
examiner.com,tigerhawk.blogspot.com,2.0,1.098612,False
suntimes.com,tigerhawk.blogspot.com,4.0,1.609438,False
cnn.com,tigerhawk.blogspot.com,26.0,3.295837,False
reuters.com,tigerhawk.blogspot.com,18.0,2.944439,False
prospect.org,tigerhawk.blogspot.com,8.0,2.197225,False
flickr.com,tigerhawk.blogspot.com,4.0,1.609438,False
online.wsj.com,tigerhawk.blogspot.com,51.0,3.951244,False
telegraph.co.uk,tigerhawk.blogspot.com,31.0,3.465736,False
google.com,tigerhawk.blogspot.com,8.0,2.197225,False
finance.yahoo.com,tigerhawk.blogspot.com,6.0,1.94591,False
bloomberg.com,tigerhawk.blogspot.com,16.0,2.833213,False
dailymail.co.uk,tigerhawk.blogspot.com,6.0,1.94591,False
newsday.com,tigerhawk.blogspot.com,7.0,2.079442,False
sfgate.com,tigerhawk.blogspot.com,9.0,2.302585,False
thinkprogress.org,tigerhawk.blogspot.com,3.0,1.386294,False
cbsnews.com,tigerhawk.blogspot.com,15.0,2.772589,False
breitbart.com,tigerhawk.blogspot.com,19.0,2.995732,False
economist.com,tigerhawk.blogspot.com,5.0,1.791759,False
iht.com,tigerhawk.blogspot.com,6.0,1.94591,False
corner.nationalreview.com,tigerhawk.blogspot.com,42.0,3.7612,False
salon.com,tigerhawk.blogspot.com,10.0,2.397895,False
imdb.com,tigerhawk.blogspot.com,2.0,1.098612,False
commondreams.org,tigerhawk.blogspot.com,4.0,1.609438,False
seattletimes.nwsource.com,tigerhawk.blogspot.com,6.0,1.94591,False
realclearpolitics.com,tigerhawk.blogspot.com,8.0,2.197225,False
pajamasmedia.com,tigerhawk.blogspot.com,54.0,4.007333,False
theglobeandmail.com,tigerhawk.blogspot.com,2.0,1.098612,False
nytimes.com,tigerhawk.blogspot.com,197.0,5.288267,False
freerepublic.com,tigerhawk.blogspot.com,4.0,1.609438,False
dailykos.com,tigerhawk.blogspot.com,16.0,2.833213,False
technorati.com,tigerhawk.blogspot.com,6.0,1.94591,False
foxnews.com,tigerhawk.blogspot.com,25.0,3.258097,False
blogs.wsj.com,time.com,4.0,1.609438,False
classicalvalues.com,time.com,24.0,3.218876,False
sepiamutiny.com,time.com,58.0,4.077537,False
gatesofvienna.blogspot.com,time.com,5.0,1.791759,False
kotaku.com,time.com,2.0,1.098612,False
guardian.co.uk,time.com,13.0,2.639057,False
freerepublic.com,time.com,9.0,2.302585,False
ronmwangaguhunga.blogspot.com,time.com,68.0,4.234107,False
joshingpolitics.blogspot.com,time.com,22.0,3.135494,False
feeds.gothamistllc.com,time.com,12.0,2.564949,False
realclearpolitics.com,time.com,27.0,3.332205,False
slate.com,time.com,19.0,2.995732,False
conservapedia.com,time.com,299.0,5.703782,False
jezebel.com,time.com,35.0,3.583519,False
pcworld.com,time.com,2.0,1.098612,False
theplaylist.blogspot.com,time.com,16.0,2.833213,False
buckmire.blogspot.com,time.com,13.0,2.639057,False
firstread.msnbc.msn.com,time.com,9.0,2.302585,False
hotair.com,time.com,4.0,1.609438,False
huffingtonpost.com,time.com,19.0,2.995732,False
gawker.com,time.com,16.0,2.833213,False
nymag.com,time.com,3.0,1.386294,False
salon.com,time.com,14.0,2.70805,False
edition.cnn.com,time.com,73.0,4.304065,False
digitalspy.co.uk,time.com,12.0,2.564949,False
danceswithanxiety.blogspot.com,time.com,8.0,2.197225,False
tigerhawk.blogspot.com,time.com,6.0,1.94591,False
leftword.blogdig.net,time.com,20.0,3.044522,False
blog.openitstrategies.com,time.com,30.0,3.433987,False
superpunch.blogspot.com,time.com,17.0,2.890372,False
theragblog.blogspot.com,time.com,16.0,2.833213,False
philly.com,time.com,2.0,1.098612,False
mahalo.com,time.com,252.0,5.533389,False
commondreams.org,time.com,7.0,2.079442,False
ibloga.blogspot.com,time.com,9.0,2.302585,False
holycoast.blogspot.com,time.com,18.0,2.944439,False
evolvehappy.com,time.com,17.0,2.890372,False
latimes.com,time.com,5.0,1.791759,False
fivethirtyeight.com,time.com,15.0,2.772589,False
d-day.blogspot.com,time.com,59.0,4.094345,False
djtechnocrat.blogspot.com,time.com,17.0,2.890372,False
alterdestiny.blogspot.com,time.com,14.0,2.70805,False
thepoliticalcarnival.blogspot.com,time.com,22.0,3.135494,False
blogs.abcnews.com,time.com,67.0,4.219508,False
chacha.com,time.com,39.0,3.688879,False
thedisbrimstone-dailypitchfork.blogspot.com,time.com,8.0,2.197225,False
nandigramunited.blogspot.com,time.com,7.0,2.079442,False
blog.badtux.net,time.com,11.0,2.484907,False
reason.com,time.com,7.0,2.079442,False
cbsnews.com,time.com,7.0,2.079442,False
jihadwatch.org,time.com,11.0,2.484907,False
nomoremister.blogspot.com,time.com,33.0,3.526361,False
otherclub.blogspot.com,time.com,67.0,4.219508,False
theautomaticearth.blogspot.com,time.com,29.0,3.401197,False
babbazeesbrain.blogspot.com,time.com,30.0,3.433987,False
capitalfax.blogspot.com,time.com,29.0,3.401197,False
dumpbachmann.blogspot.com,time.com,3.0,1.386294,False
scienceblogs.com,time.com,4.0,1.609438,False
psycmeistr.blogspot.com,time.com,21.0,3.091042,False
techcrunch.com,time.com,15.0,2.772589,False
feedproxy.google.com,time.com,18.0,2.944439,False
newscientist.com,time.com,3.0,1.386294,False
feeds.gawker.com,time.com,8.0,2.197225,False
informationweek.com,time.com,4.0,1.609438,False
newyorker.com,time.com,2.0,1.098612,False
newsbusters.org,time.com,27.0,3.332205,False
concurringopinions.com,time.com,46.0,3.850148,False
alternet.org,time.com,3.0,1.386294,False
cajunboyinthecity.blogspot.com,time.com,102.0,4.634729,False
rss.feedsportal.com,time.com,24.0,3.218876,False
ourlatinamerica.blogspot.com,time.com,603.0,6.403574,False
dailykos.com,time.com,4.0,1.609438,False
plime.com,time.com,28.0,3.367296,False
bbc.co.uk,time.com,6.0,1.94591,False
corner.nationalreview.com,time.com,2.0,1.098612,False
downwithtyranny.blogspot.com,time.com,37.0,3.637586,False
i.gizmodo.com,time.com,4.0,1.609438,False
circleof13.blogspot.com,time.com,14.0,2.70805,False
cinie.wordpress.com,time.com,36.0,3.610918,False
rebellenation.blogspot.com,time.com,17.0,2.890372,False
cujo359.blogspot.com,time.com,10.0,2.397895,False
althouse.blogspot.com,time.com,10.0,2.397895,False
lefarkins.blogspot.com,time.com,21.0,3.091042,False
kennysideshow.blogspot.com,time.com,21.0,3.091042,False
greenwichroundup.blogspot.com,time.com,245.0,5.505332,False
crooksandliars.com,time.com,4.0,1.609438,False
ionarts.blogspot.com,time.com,13.0,2.639057,False
angrybear.blogspot.com,time.com,6.0,1.94591,False
prospect.org,time.com,2.0,1.098612,False
icestationtango.blogspot.com,time.com,33.0,3.526361,False
blog.wired.com,time.com,5.0,1.791759,False
chicagotribune.com,time.com,4.0,1.609438,False
npr.org,time.com,2.0,1.098612,False
newportcity.blogspot.com,time.com,2.0,1.098612,False
cnn.com,time.com,1083.0,6.988413,False
atlasshrugs2000.typepad.com,time.com,9.0,2.302585,False
thinkprogress.org,time.com,13.0,2.639057,False
nytimes.com,time.com,4.0,1.609438,False
pbs.org,time.com,3.0,1.386294,False
telegraph.co.uk,time.com,4.0,1.609438,False
politico.com,time.com,4.0,1.609438,False
nypost.com,time.com,13.0,2.639057,False
news.bbc.co.uk,time.com,2.0,1.098612,False
money.cnn.com,time.com,5.0,1.791759,False
dailymail.co.uk,time.com,6.0,1.94591,False
chron.com,time.com,3.0,1.386294,False
en.wikipedia.org,time.com,15.0,2.772589,False
blog.badtux.net,timesonline.co.uk,10.0,2.397895,False
blog.wired.com,timesonline.co.uk,4.0,1.609438,False
ourlatinamerica.blogspot.com,timesonline.co.uk,405.0,6.006353,False
gatesofvienna.blogspot.com,timesonline.co.uk,36.0,3.610918,False
downwithtyranny.blogspot.com,timesonline.co.uk,15.0,2.772589,False
cajunboyinthecity.blogspot.com,timesonline.co.uk,10.0,2.397895,False
scienceblogs.com,timesonline.co.uk,4.0,1.609438,False
theragblog.blogspot.com,timesonline.co.uk,21.0,3.091042,False
pajamasmedia.com,timesonline.co.uk,9.0,2.302585,False
conservapedia.com,timesonline.co.uk,17.0,2.890372,False
huffingtonpost.com,timesonline.co.uk,27.0,3.332205,False
digitalspy.co.uk,timesonline.co.uk,154.0,5.043425,False
feeds.gothamistllc.com,timesonline.co.uk,18.0,2.944439,False
feedproxy.google.com,timesonline.co.uk,5.0,1.791759,False
leftword.blogdig.net,timesonline.co.uk,4.0,1.609438,False
hotair.com,timesonline.co.uk,9.0,2.302585,False
reason.com,timesonline.co.uk,5.0,1.791759,False
examiner.com,timesonline.co.uk,6.0,1.94591,False
holycoast.blogspot.com,timesonline.co.uk,50.0,3.931826,False
businessweek.com,timesonline.co.uk,6.0,1.94591,False
icestationtango.blogspot.com,timesonline.co.uk,24.0,3.218876,False
corner.nationalreview.com,timesonline.co.uk,2.0,1.098612,False
jezebel.com,timesonline.co.uk,8.0,2.197225,False
atlasshrugs2000.typepad.com,timesonline.co.uk,17.0,2.890372,False
newscientist.com,timesonline.co.uk,16.0,2.833213,False
thedisbrimstone-dailypitchfork.blogspot.com,timesonline.co.uk,10.0,2.397895,False
cujo359.blogspot.com,timesonline.co.uk,2.0,1.098612,False
plime.com,timesonline.co.uk,34.0,3.555348,False
edition.cnn.com,timesonline.co.uk,3.0,1.386294,False
concurringopinions.com,timesonline.co.uk,3.0,1.386294,False
newsbusters.org,timesonline.co.uk,8.0,2.197225,False
superpunch.blogspot.com,timesonline.co.uk,14.0,2.70805,False
freerepublic.com,timesonline.co.uk,7.0,2.079442,False
circleof13.blogspot.com,timesonline.co.uk,28.0,3.367296,False
lefarkins.blogspot.com,timesonline.co.uk,19.0,2.995732,False
marketwatch.com,timesonline.co.uk,2.0,1.098612,False
rss.feedsportal.com,timesonline.co.uk,53.0,3.988984,False
psycmeistr.blogspot.com,timesonline.co.uk,17.0,2.890372,False
angrybear.blogspot.com,timesonline.co.uk,6.0,1.94591,False
classicalvalues.com,timesonline.co.uk,19.0,2.995732,False
amazon.com,timesonline.co.uk,96.0,4.574711,False
forum.dvdtalk.com,timesonline.co.uk,5.0,1.791759,False
djtechnocrat.blogspot.com,timesonline.co.uk,35.0,3.583519,False
d-day.blogspot.com,timesonline.co.uk,23.0,3.178054,False
babbazeesbrain.blogspot.com,timesonline.co.uk,124.0,4.828314,False
nandigramunited.blogspot.com,timesonline.co.uk,43.0,3.78419,False
mahalo.com,timesonline.co.uk,153.0,5.036953,False
thepoliticalcarnival.blogspot.com,timesonline.co.uk,18.0,2.944439,False
cnn.com,timesonline.co.uk,7.0,2.079442,False
cbsnews.com,timesonline.co.uk,2.0,1.098612,False
slate.com,timesonline.co.uk,4.0,1.609438,False
alterdestiny.blogspot.com,timesonline.co.uk,3.0,1.386294,False
telegraph.co.uk,timesonline.co.uk,2.0,1.098612,False
capitalfax.blogspot.com,timesonline.co.uk,5.0,1.791759,False
nomoremister.blogspot.com,timesonline.co.uk,9.0,2.302585,False
blogs.wsj.com,timesonline.co.uk,3.0,1.386294,False
tigerhawk.blogspot.com,timesonline.co.uk,19.0,2.995732,False
gawker.com,timesonline.co.uk,17.0,2.890372,False
joshingpolitics.blogspot.com,timesonline.co.uk,13.0,2.639057,False
technologyexpert.blogspot.com,timesonline.co.uk,3.0,1.386294,False
rebellenation.blogspot.com,timesonline.co.uk,23.0,3.178054,False
bbc.co.uk,timesonline.co.uk,18.0,2.944439,False
danceswithanxiety.blogspot.com,timesonline.co.uk,25.0,3.258097,False
sepiamutiny.com,timesonline.co.uk,62.0,4.143135,False
sportsnipe.com,timesonline.co.uk,141.0,4.955827,False
buckmire.blogspot.com,timesonline.co.uk,2.0,1.098612,False
deadspin.com,timesonline.co.uk,3.0,1.386294,False
theplaylist.blogspot.com,timesonline.co.uk,125.0,4.836282,False
cinie.wordpress.com,timesonline.co.uk,15.0,2.772589,False
bloomberg.com,timesonline.co.uk,2.0,1.098612,False
kennysideshow.blogspot.com,timesonline.co.uk,31.0,3.465736,False
ionarts.blogspot.com,timesonline.co.uk,28.0,3.367296,False
althouse.blogspot.com,timesonline.co.uk,9.0,2.302585,False
feeds.gawker.com,timesonline.co.uk,3.0,1.386294,False
guardian.co.uk,timesonline.co.uk,52.0,3.970292,False
thinkprogress.org,timesonline.co.uk,2.0,1.098612,False
chacha.com,timesonline.co.uk,9.0,2.302585,False
thenation.com,timesonline.co.uk,4.0,1.609438,False
otherclub.blogspot.com,timesonline.co.uk,20.0,3.044522,False
ibloga.blogspot.com,timesonline.co.uk,36.0,3.610918,False
commondreams.org,timesonline.co.uk,22.0,3.135494,False
news.cnet.com,timesonline.co.uk,2.0,1.098612,False
greenwichroundup.blogspot.com,timesonline.co.uk,3.0,1.386294,False
newportcity.blogspot.com,timesonline.co.uk,241.0,5.488938,False
salon.com,timesonline.co.uk,5.0,1.791759,False
ronmwangaguhunga.blogspot.com,timesonline.co.uk,21.0,3.091042,False
jihadwatch.org,timesonline.co.uk,370.0,5.916202,False
informationweek.com,timesonline.co.uk,9.0,2.302585,False
boston.com,timesonline.co.uk,2.0,1.098612,False
evolvehappy.com,timesonline.co.uk,14.0,2.70805,False
theautomaticearth.blogspot.com,timesonline.co.uk,65.0,4.189655,False
latimes.com,timesonline.co.uk,2.0,1.098612,False
en.wikipedia.org,timesonline.co.uk,2.0,1.098612,False
foxnews.com,timesonline.co.uk,2.0,1.098612,False
fivethirtyeight.com,tinyurl.com,6.0,1.94591,False
reuters.com,tinyurl.com,3.0,1.386294,False
newportcity.blogspot.com,tinyurl.com,9.0,2.302585,False
guardian.co.uk,tinyurl.com,41.0,3.73767,False
nandigramunited.blogspot.com,tinyurl.com,4.0,1.609438,False
amazon.com,tinyurl.com,60.0,4.110874,False
